case_submitter_id,project_id,chromosome,genome_bin_1mb_start,genome_bin_1mb_end,mutation_count
TCGA-86-7701,TCGA-LUAD,chr1,200000000,200999999,2
TCGA-86-7701,TCGA-LUAD,chr1,221000000,221999999,1
TCGA-86-7701,TCGA-LUAD,chr1,247000000,247999999,1
TCGA-86-7701,TCGA-LUAD,chr10,0,999999,1
TCGA-86-7701,TCGA-LUAD,chr11,46000000,46999999,1
TCGA-86-7701,TCGA-LUAD,chr11,62000000,62999999,1
TCGA-86-7701,TCGA-LUAD,chr11,121000000,121999999,1
TCGA-86-7701,TCGA-LUAD,chr12,51000000,51999999,1
TCGA-86-7701,TCGA-LUAD,chr12,70000000,70999999,1
TCGA-86-7701,TCGA-LUAD,chr12,88000000,88999999,1
TCGA-86-7701,TCGA-LUAD,chr13,94000000,94999999,1
TCGA-86-7701,TCGA-LUAD,chr15,64000000,64999999,1
TCGA-86-7701,TCGA-LUAD,chr15,79000000,79999999,1
TCGA-86-7701,TCGA-LUAD,chr15,80000000,80999999,1
TCGA-86-7701,TCGA-LUAD,chr16,31000000,31999999,1
TCGA-86-7701,TCGA-LUAD,chr17,15000000,15999999,1
TCGA-86-7701,TCGA-LUAD,chr17,18000000,18999999,1
TCGA-86-7701,TCGA-LUAD,chr17,42000000,42999999,1
TCGA-86-7701,TCGA-LUAD,chr19,10000000,10999999,1
TCGA-86-7701,TCGA-LUAD,chr19,14000000,14999999,1
TCGA-86-7701,TCGA-LUAD,chr19,19000000,19999999,1
TCGA-86-7701,TCGA-LUAD,chr19,29000000,29999999,1
TCGA-86-7701,TCGA-LUAD,chr19,41000000,41999999,1
TCGA-86-7701,TCGA-LUAD,chr19,45000000,45999999,1
TCGA-86-7701,TCGA-LUAD,chr20,18000000,18999999,1
TCGA-86-7701,TCGA-LUAD,chr22,35000000,35999999,1
TCGA-86-7701,TCGA-LUAD,chr3,52000000,52999999,1
TCGA-86-7701,TCGA-LUAD,chr3,112000000,112999999,1
TCGA-86-7701,TCGA-LUAD,chr3,174000000,174999999,1
TCGA-86-7701,TCGA-LUAD,chr3,184000000,184999999,1
TCGA-86-7701,TCGA-LUAD,chr4,153000000,153999999,1
TCGA-86-7701,TCGA-LUAD,chr5,90000000,90999999,1
TCGA-86-7701,TCGA-LUAD,chr5,135000000,135999999,1
TCGA-86-7701,TCGA-LUAD,chr5,140000000,140999999,2
TCGA-86-7701,TCGA-LUAD,chr5,151000000,151999999,1
TCGA-86-7701,TCGA-LUAD,chr7,55000000,55999999,1
TCGA-86-7701,TCGA-LUAD,chr7,66000000,66999999,1
TCGA-86-7701,TCGA-LUAD,chr8,31000000,31999999,1
TCGA-86-7701,TCGA-LUAD,chr9,27000000,27999999,2
TCGA-86-7701,TCGA-LUAD,chrX,2000000,2999999,1
TCGA-86-7701,TCGA-LUAD,chrX,45000000,45999999,1
TCGA-86-7701,TCGA-LUAD,chrX,71000000,71999999,1
TCGA-86-7954,TCGA-LUAD,chr1,12000000,12999999,1
TCGA-86-7954,TCGA-LUAD,chr1,27000000,27999999,1
TCGA-86-7954,TCGA-LUAD,chr1,54000000,54999999,1
TCGA-86-7954,TCGA-LUAD,chr1,65000000,65999999,2
TCGA-86-7954,TCGA-LUAD,chr1,75000000,75999999,1
TCGA-86-7954,TCGA-LUAD,chr1,103000000,103999999,1
TCGA-86-7954,TCGA-LUAD,chr1,110000000,110999999,1
TCGA-86-7954,TCGA-LUAD,chr1,150000000,150999999,1
TCGA-86-7954,TCGA-LUAD,chr1,151000000,151999999,1
TCGA-86-7954,TCGA-LUAD,chr1,156000000,156999999,1
TCGA-86-7954,TCGA-LUAD,chr1,196000000,196999999,2
TCGA-86-7954,TCGA-LUAD,chr1,197000000,197999999,2
TCGA-86-7954,TCGA-LUAD,chr1,210000000,210999999,1
TCGA-86-7954,TCGA-LUAD,chr1,211000000,211999999,1
TCGA-86-7954,TCGA-LUAD,chr1,215000000,215999999,1
TCGA-86-7954,TCGA-LUAD,chr1,248000000,248999999,1
TCGA-86-7954,TCGA-LUAD,chr10,17000000,17999999,2
TCGA-86-7954,TCGA-LUAD,chr10,23000000,23999999,1
TCGA-86-7954,TCGA-LUAD,chr10,37000000,37999999,1
TCGA-86-7954,TCGA-LUAD,chr10,68000000,68999999,1
TCGA-86-7954,TCGA-LUAD,chr10,80000000,80999999,1
TCGA-86-7954,TCGA-LUAD,chr10,92000000,92999999,1
TCGA-86-7954,TCGA-LUAD,chr10,94000000,94999999,1
TCGA-86-7954,TCGA-LUAD,chr10,96000000,96999999,1
TCGA-86-7954,TCGA-LUAD,chr10,100000000,100999999,1
TCGA-86-7954,TCGA-LUAD,chr10,102000000,102999999,1
TCGA-86-7954,TCGA-LUAD,chr10,133000000,133999999,1
TCGA-86-7954,TCGA-LUAD,chr11,5000000,5999999,1
TCGA-86-7954,TCGA-LUAD,chr11,33000000,33999999,1
TCGA-86-7954,TCGA-LUAD,chr11,40000000,40999999,1
TCGA-86-7954,TCGA-LUAD,chr11,55000000,55999999,1
TCGA-86-7954,TCGA-LUAD,chr11,56000000,56999999,1
TCGA-86-7954,TCGA-LUAD,chr11,65000000,65999999,1
TCGA-86-7954,TCGA-LUAD,chr11,93000000,93999999,1
TCGA-86-7954,TCGA-LUAD,chr11,104000000,104999999,1
TCGA-86-7954,TCGA-LUAD,chr11,121000000,121999999,1
TCGA-86-7954,TCGA-LUAD,chr11,123000000,123999999,3
TCGA-86-7954,TCGA-LUAD,chr11,125000000,125999999,1
TCGA-86-7954,TCGA-LUAD,chr12,8000000,8999999,1
TCGA-86-7954,TCGA-LUAD,chr12,15000000,15999999,1
TCGA-86-7954,TCGA-LUAD,chr12,31000000,31999999,1
TCGA-86-7954,TCGA-LUAD,chr12,32000000,32999999,1
TCGA-86-7954,TCGA-LUAD,chr12,48000000,48999999,1
TCGA-86-7954,TCGA-LUAD,chr12,49000000,49999999,1
TCGA-86-7954,TCGA-LUAD,chr12,68000000,68999999,1
TCGA-86-7954,TCGA-LUAD,chr12,81000000,81999999,1
TCGA-86-7954,TCGA-LUAD,chr12,123000000,123999999,1
TCGA-86-7954,TCGA-LUAD,chr12,124000000,124999999,1
TCGA-86-7954,TCGA-LUAD,chr13,24000000,24999999,1
TCGA-86-7954,TCGA-LUAD,chr13,37000000,37999999,1
TCGA-86-7954,TCGA-LUAD,chr13,70000000,70999999,1
TCGA-86-7954,TCGA-LUAD,chr13,83000000,83999999,1
TCGA-86-7954,TCGA-LUAD,chr13,108000000,108999999,1
TCGA-86-7954,TCGA-LUAD,chr14,20000000,20999999,1
TCGA-86-7954,TCGA-LUAD,chr14,31000000,31999999,1
TCGA-86-7954,TCGA-LUAD,chr14,32000000,32999999,1
TCGA-86-7954,TCGA-LUAD,chr14,72000000,72999999,1
TCGA-86-7954,TCGA-LUAD,chr14,78000000,78999999,1
TCGA-86-7954,TCGA-LUAD,chr14,90000000,90999999,2
TCGA-86-7954,TCGA-LUAD,chr14,93000000,93999999,1
TCGA-86-7954,TCGA-LUAD,chr14,94000000,94999999,2
TCGA-86-7954,TCGA-LUAD,chr14,105000000,105999999,1
TCGA-86-7954,TCGA-LUAD,chr15,43000000,43999999,1
TCGA-86-7954,TCGA-LUAD,chr15,52000000,52999999,1
TCGA-86-7954,TCGA-LUAD,chr15,68000000,68999999,1
TCGA-86-7954,TCGA-LUAD,chr15,77000000,77999999,1
TCGA-86-7954,TCGA-LUAD,chr16,2000000,2999999,1
TCGA-86-7954,TCGA-LUAD,chr16,4000000,4999999,1
TCGA-86-7954,TCGA-LUAD,chr16,14000000,14999999,1
TCGA-86-7954,TCGA-LUAD,chr16,15000000,15999999,1
TCGA-86-7954,TCGA-LUAD,chr16,19000000,19999999,1
TCGA-86-7954,TCGA-LUAD,chr16,55000000,55999999,4
TCGA-86-7954,TCGA-LUAD,chr16,89000000,89999999,1
TCGA-86-7954,TCGA-LUAD,chr17,7000000,7999999,1
TCGA-86-7954,TCGA-LUAD,chr17,11000000,11999999,1
TCGA-86-7954,TCGA-LUAD,chr17,28000000,28999999,2
TCGA-86-7954,TCGA-LUAD,chr17,40000000,40999999,1
TCGA-86-7954,TCGA-LUAD,chr17,41000000,41999999,1
TCGA-86-7954,TCGA-LUAD,chr17,58000000,58999999,1
TCGA-86-7954,TCGA-LUAD,chr17,76000000,76999999,1
TCGA-86-7954,TCGA-LUAD,chr18,66000000,66999999,1
TCGA-86-7954,TCGA-LUAD,chr19,9000000,9999999,2
TCGA-86-7954,TCGA-LUAD,chr19,40000000,40999999,1
TCGA-86-7954,TCGA-LUAD,chr19,43000000,43999999,1
TCGA-86-7954,TCGA-LUAD,chr19,50000000,50999999,1
TCGA-86-7954,TCGA-LUAD,chr19,56000000,56999999,1
TCGA-86-7954,TCGA-LUAD,chr19,58000000,58999999,1
TCGA-86-7954,TCGA-LUAD,chr2,1000000,1999999,1
TCGA-86-7954,TCGA-LUAD,chr2,21000000,21999999,1
TCGA-86-7954,TCGA-LUAD,chr2,26000000,26999999,1
TCGA-86-7954,TCGA-LUAD,chr2,27000000,27999999,1
TCGA-86-7954,TCGA-LUAD,chr2,113000000,113999999,1
TCGA-86-7954,TCGA-LUAD,chr2,127000000,127999999,1
TCGA-86-7954,TCGA-LUAD,chr2,166000000,166999999,1
TCGA-86-7954,TCGA-LUAD,chr2,229000000,229999999,1
TCGA-86-7954,TCGA-LUAD,chr20,7000000,7999999,1
TCGA-86-7954,TCGA-LUAD,chr21,30000000,30999999,1
TCGA-86-7954,TCGA-LUAD,chr22,26000000,26999999,1
TCGA-86-7954,TCGA-LUAD,chr3,65000000,65999999,1
TCGA-86-7954,TCGA-LUAD,chr3,66000000,66999999,1
TCGA-86-7954,TCGA-LUAD,chr3,98000000,98999999,1
TCGA-86-7954,TCGA-LUAD,chr3,108000000,108999999,1
TCGA-86-7954,TCGA-LUAD,chr3,112000000,112999999,1
TCGA-86-7954,TCGA-LUAD,chr3,114000000,114999999,1
TCGA-86-7954,TCGA-LUAD,chr3,122000000,122999999,1
TCGA-86-7954,TCGA-LUAD,chr3,124000000,124999999,1
TCGA-86-7954,TCGA-LUAD,chr3,133000000,133999999,1
TCGA-86-7954,TCGA-LUAD,chr3,136000000,136999999,1
TCGA-86-7954,TCGA-LUAD,chr3,158000000,158999999,2
TCGA-86-7954,TCGA-LUAD,chr3,191000000,191999999,1
TCGA-86-7954,TCGA-LUAD,chr4,48000000,48999999,1
TCGA-86-7954,TCGA-LUAD,chr4,52000000,52999999,1
TCGA-86-7954,TCGA-LUAD,chr4,119000000,119999999,1
TCGA-86-7954,TCGA-LUAD,chr4,127000000,127999999,1
TCGA-86-7954,TCGA-LUAD,chr4,158000000,158999999,1
TCGA-86-7954,TCGA-LUAD,chr4,159000000,159999999,1
TCGA-86-7954,TCGA-LUAD,chr4,175000000,175999999,1
TCGA-86-7954,TCGA-LUAD,chr5,23000000,23999999,1
TCGA-86-7954,TCGA-LUAD,chr5,26000000,26999999,1
TCGA-86-7954,TCGA-LUAD,chr5,32000000,32999999,1
TCGA-86-7954,TCGA-LUAD,chr5,37000000,37999999,1
TCGA-86-7954,TCGA-LUAD,chr5,41000000,41999999,1
TCGA-86-7954,TCGA-LUAD,chr5,45000000,45999999,1
TCGA-86-7954,TCGA-LUAD,chr5,120000000,120999999,1
TCGA-86-7954,TCGA-LUAD,chr5,133000000,133999999,1
TCGA-86-7954,TCGA-LUAD,chr5,134000000,134999999,2
TCGA-86-7954,TCGA-LUAD,chr5,135000000,135999999,1
TCGA-86-7954,TCGA-LUAD,chr5,140000000,140999999,1
TCGA-86-7954,TCGA-LUAD,chr5,141000000,141999999,2
TCGA-86-7954,TCGA-LUAD,chr5,151000000,151999999,2
TCGA-86-7954,TCGA-LUAD,chr5,152000000,152999999,1
TCGA-86-7954,TCGA-LUAD,chr5,157000000,157999999,1
TCGA-86-7954,TCGA-LUAD,chr5,169000000,169999999,1
TCGA-86-7954,TCGA-LUAD,chr5,170000000,170999999,1
TCGA-86-7954,TCGA-LUAD,chr5,173000000,173999999,1
TCGA-86-7954,TCGA-LUAD,chr6,26000000,26999999,2
TCGA-86-7954,TCGA-LUAD,chr6,33000000,33999999,1
TCGA-86-7954,TCGA-LUAD,chr6,39000000,39999999,1
TCGA-86-7954,TCGA-LUAD,chr6,70000000,70999999,1
TCGA-86-7954,TCGA-LUAD,chr6,75000000,75999999,1
TCGA-86-7954,TCGA-LUAD,chr6,116000000,116999999,1
TCGA-86-7954,TCGA-LUAD,chr6,150000000,150999999,1
TCGA-86-7954,TCGA-LUAD,chr6,155000000,155999999,2
TCGA-86-7954,TCGA-LUAD,chr6,157000000,157999999,1
TCGA-86-7954,TCGA-LUAD,chr7,1000000,1999999,1
TCGA-86-7954,TCGA-LUAD,chr7,27000000,27999999,1
TCGA-86-7954,TCGA-LUAD,chr7,71000000,71999999,1
TCGA-86-7954,TCGA-LUAD,chr7,74000000,74999999,1
TCGA-86-7954,TCGA-LUAD,chr7,85000000,85999999,1
TCGA-86-7954,TCGA-LUAD,chr7,99000000,99999999,1
TCGA-86-7954,TCGA-LUAD,chr7,100000000,100999999,1
TCGA-86-7954,TCGA-LUAD,chr7,101000000,101999999,1
TCGA-86-7954,TCGA-LUAD,chr7,103000000,103999999,1
TCGA-86-7954,TCGA-LUAD,chr7,114000000,114999999,1
TCGA-86-7954,TCGA-LUAD,chr7,116000000,116999999,1
TCGA-86-7954,TCGA-LUAD,chr7,120000000,120999999,1
TCGA-86-7954,TCGA-LUAD,chr7,122000000,122999999,1
TCGA-86-7954,TCGA-LUAD,chr7,138000000,138999999,1
TCGA-86-7954,TCGA-LUAD,chr7,147000000,147999999,2
TCGA-86-7954,TCGA-LUAD,chr8,14000000,14999999,1
TCGA-86-7954,TCGA-LUAD,chr8,76000000,76999999,1
TCGA-86-7954,TCGA-LUAD,chr8,90000000,90999999,1
TCGA-86-7954,TCGA-LUAD,chr8,94000000,94999999,1
TCGA-86-7954,TCGA-LUAD,chr8,104000000,104999999,1
TCGA-86-7954,TCGA-LUAD,chr8,130000000,130999999,1
TCGA-86-7954,TCGA-LUAD,chr8,143000000,143999999,2
TCGA-86-7954,TCGA-LUAD,chr9,32000000,32999999,1
TCGA-86-7954,TCGA-LUAD,chr9,78000000,78999999,1
TCGA-86-7954,TCGA-LUAD,chr9,104000000,104999999,1
TCGA-86-7954,TCGA-LUAD,chr9,122000000,122999999,1
TCGA-86-7954,TCGA-LUAD,chr9,137000000,137999999,1
TCGA-86-7954,TCGA-LUAD,chrX,9000000,9999999,1
TCGA-86-7954,TCGA-LUAD,chrX,12000000,12999999,1
TCGA-86-7954,TCGA-LUAD,chrX,19000000,19999999,1
TCGA-86-7954,TCGA-LUAD,chrX,21000000,21999999,1
TCGA-86-7954,TCGA-LUAD,chrX,30000000,30999999,1
TCGA-86-7954,TCGA-LUAD,chrX,31000000,31999999,1
TCGA-86-7954,TCGA-LUAD,chrX,46000000,46999999,1
TCGA-86-7954,TCGA-LUAD,chrX,53000000,53999999,2
TCGA-86-7954,TCGA-LUAD,chrX,70000000,70999999,1
TCGA-86-7954,TCGA-LUAD,chrX,71000000,71999999,1
TCGA-86-7954,TCGA-LUAD,chrX,72000000,72999999,1
TCGA-86-7954,TCGA-LUAD,chrX,73000000,73999999,1
TCGA-86-7954,TCGA-LUAD,chrX,77000000,77999999,1
TCGA-86-7954,TCGA-LUAD,chrX,78000000,78999999,1
TCGA-86-7954,TCGA-LUAD,chrX,80000000,80999999,1
TCGA-86-7954,TCGA-LUAD,chrX,81000000,81999999,1
TCGA-86-7954,TCGA-LUAD,chrX,85000000,85999999,1
TCGA-86-7954,TCGA-LUAD,chrX,86000000,86999999,1
TCGA-86-7954,TCGA-LUAD,chrX,91000000,91999999,1
TCGA-86-7954,TCGA-LUAD,chrX,100000000,100999999,1
TCGA-86-7954,TCGA-LUAD,chrX,101000000,101999999,2
TCGA-86-7954,TCGA-LUAD,chrX,103000000,103999999,1
TCGA-86-7954,TCGA-LUAD,chrX,108000000,108999999,1
TCGA-86-7954,TCGA-LUAD,chrX,111000000,111999999,1
TCGA-86-7954,TCGA-LUAD,chrX,123000000,123999999,3
TCGA-86-7954,TCGA-LUAD,chrX,124000000,124999999,1
TCGA-86-7954,TCGA-LUAD,chrX,130000000,130999999,2
TCGA-86-7954,TCGA-LUAD,chrX,155000000,155999999,1
TCGA-86-8279,TCGA-LUAD,chr1,7000000,7999999,1
TCGA-86-8279,TCGA-LUAD,chr1,9000000,9999999,1
TCGA-86-8279,TCGA-LUAD,chr1,20000000,20999999,1
TCGA-86-8279,TCGA-LUAD,chr1,40000000,40999999,1
TCGA-86-8279,TCGA-LUAD,chr1,54000000,54999999,1
TCGA-86-8279,TCGA-LUAD,chr1,68000000,68999999,1
TCGA-86-8279,TCGA-LUAD,chr1,81000000,81999999,1
TCGA-86-8279,TCGA-LUAD,chr1,114000000,114999999,1
TCGA-86-8279,TCGA-LUAD,chr1,152000000,152999999,1
TCGA-86-8279,TCGA-LUAD,chr1,153000000,153999999,2
TCGA-86-8279,TCGA-LUAD,chr1,155000000,155999999,1
TCGA-86-8279,TCGA-LUAD,chr1,159000000,159999999,1
TCGA-86-8279,TCGA-LUAD,chr1,200000000,200999999,1
TCGA-86-8279,TCGA-LUAD,chr1,201000000,201999999,1
TCGA-86-8279,TCGA-LUAD,chr1,207000000,207999999,1
TCGA-86-8279,TCGA-LUAD,chr10,12000000,12999999,1
TCGA-86-8279,TCGA-LUAD,chr10,14000000,14999999,1
TCGA-86-8279,TCGA-LUAD,chr10,20000000,20999999,1
TCGA-86-8279,TCGA-LUAD,chr10,21000000,21999999,2
TCGA-86-8279,TCGA-LUAD,chr10,27000000,27999999,1
TCGA-86-8279,TCGA-LUAD,chr10,37000000,37999999,1
TCGA-86-8279,TCGA-LUAD,chr10,70000000,70999999,1
TCGA-86-8279,TCGA-LUAD,chr10,71000000,71999999,1
TCGA-86-8279,TCGA-LUAD,chr10,129000000,129999999,1
TCGA-86-8279,TCGA-LUAD,chr11,1000000,1999999,1
TCGA-86-8279,TCGA-LUAD,chr11,5000000,5999999,1
TCGA-86-8279,TCGA-LUAD,chr11,10000000,10999999,1
TCGA-86-8279,TCGA-LUAD,chr11,13000000,13999999,1
TCGA-86-8279,TCGA-LUAD,chr11,30000000,30999999,1
TCGA-86-8279,TCGA-LUAD,chr11,47000000,47999999,1
TCGA-86-8279,TCGA-LUAD,chr11,48000000,48999999,1
TCGA-86-8279,TCGA-LUAD,chr11,58000000,58999999,1
TCGA-86-8279,TCGA-LUAD,chr11,62000000,62999999,1
TCGA-86-8279,TCGA-LUAD,chr11,66000000,66999999,1
TCGA-86-8279,TCGA-LUAD,chr11,77000000,77999999,2
TCGA-86-8279,TCGA-LUAD,chr11,94000000,94999999,1
TCGA-86-8279,TCGA-LUAD,chr11,99000000,99999999,1
TCGA-86-8279,TCGA-LUAD,chr12,4000000,4999999,1
TCGA-86-8279,TCGA-LUAD,chr12,21000000,21999999,1
TCGA-86-8279,TCGA-LUAD,chr12,29000000,29999999,1
TCGA-86-8279,TCGA-LUAD,chr12,49000000,49999999,1
TCGA-86-8279,TCGA-LUAD,chr12,52000000,52999999,2
TCGA-86-8279,TCGA-LUAD,chr12,54000000,54999999,2
TCGA-86-8279,TCGA-LUAD,chr12,55000000,55999999,1
TCGA-86-8279,TCGA-LUAD,chr12,56000000,56999999,1
TCGA-86-8279,TCGA-LUAD,chr12,57000000,57999999,1
TCGA-86-8279,TCGA-LUAD,chr12,71000000,71999999,1
TCGA-86-8279,TCGA-LUAD,chr12,129000000,129999999,1
TCGA-86-8279,TCGA-LUAD,chr13,37000000,37999999,1
TCGA-86-8279,TCGA-LUAD,chr14,23000000,23999999,1
TCGA-86-8279,TCGA-LUAD,chr14,24000000,24999999,1
TCGA-86-8279,TCGA-LUAD,chr14,31000000,31999999,1
TCGA-86-8279,TCGA-LUAD,chr14,60000000,60999999,1
TCGA-86-8279,TCGA-LUAD,chr14,71000000,71999999,1
TCGA-86-8279,TCGA-LUAD,chr14,105000000,105999999,2
TCGA-86-8279,TCGA-LUAD,chr15,26000000,26999999,1
TCGA-86-8279,TCGA-LUAD,chr15,33000000,33999999,1
TCGA-86-8279,TCGA-LUAD,chr15,34000000,34999999,1
TCGA-86-8279,TCGA-LUAD,chr15,51000000,51999999,1
TCGA-86-8279,TCGA-LUAD,chr15,70000000,70999999,1
TCGA-86-8279,TCGA-LUAD,chr15,88000000,88999999,1
TCGA-86-8279,TCGA-LUAD,chr15,94000000,94999999,1
TCGA-86-8279,TCGA-LUAD,chr16,2000000,2999999,1
TCGA-86-8279,TCGA-LUAD,chr16,5000000,5999999,1
TCGA-86-8279,TCGA-LUAD,chr16,10000000,10999999,1
TCGA-86-8279,TCGA-LUAD,chr16,15000000,15999999,1
TCGA-86-8279,TCGA-LUAD,chr16,50000000,50999999,1
TCGA-86-8279,TCGA-LUAD,chr16,51000000,51999999,1
TCGA-86-8279,TCGA-LUAD,chr17,4000000,4999999,1
TCGA-86-8279,TCGA-LUAD,chr17,7000000,7999999,1
TCGA-86-8279,TCGA-LUAD,chr17,10000000,10999999,1
TCGA-86-8279,TCGA-LUAD,chr17,35000000,35999999,3
TCGA-86-8279,TCGA-LUAD,chr17,48000000,48999999,1
TCGA-86-8279,TCGA-LUAD,chr17,63000000,63999999,1
TCGA-86-8279,TCGA-LUAD,chr18,31000000,31999999,1
TCGA-86-8279,TCGA-LUAD,chr18,67000000,67999999,1
TCGA-86-8279,TCGA-LUAD,chr19,1000000,1999999,1
TCGA-86-8279,TCGA-LUAD,chr19,8000000,8999999,3
TCGA-86-8279,TCGA-LUAD,chr19,35000000,35999999,1
TCGA-86-8279,TCGA-LUAD,chr19,40000000,40999999,1
TCGA-86-8279,TCGA-LUAD,chr19,51000000,51999999,1
TCGA-86-8279,TCGA-LUAD,chr19,53000000,53999999,1
TCGA-86-8279,TCGA-LUAD,chr19,54000000,54999999,2
TCGA-86-8279,TCGA-LUAD,chr19,56000000,56999999,1
TCGA-86-8279,TCGA-LUAD,chr2,1000000,1999999,1
TCGA-86-8279,TCGA-LUAD,chr2,28000000,28999999,1
TCGA-86-8279,TCGA-LUAD,chr2,29000000,29999999,1
TCGA-86-8279,TCGA-LUAD,chr2,36000000,36999999,2
TCGA-86-8279,TCGA-LUAD,chr2,48000000,48999999,1
TCGA-86-8279,TCGA-LUAD,chr2,60000000,60999999,2
TCGA-86-8279,TCGA-LUAD,chr2,79000000,79999999,1
TCGA-86-8279,TCGA-LUAD,chr2,90000000,90999999,1
TCGA-86-8279,TCGA-LUAD,chr2,108000000,108999999,1
TCGA-86-8279,TCGA-LUAD,chr2,128000000,128999999,1
TCGA-86-8279,TCGA-LUAD,chr2,134000000,134999999,1
TCGA-86-8279,TCGA-LUAD,chr2,141000000,141999999,2
TCGA-86-8279,TCGA-LUAD,chr2,151000000,151999999,1
TCGA-86-8279,TCGA-LUAD,chr2,165000000,165999999,1
TCGA-86-8279,TCGA-LUAD,chr2,208000000,208999999,1
TCGA-86-8279,TCGA-LUAD,chr20,21000000,21999999,1
TCGA-86-8279,TCGA-LUAD,chr21,18000000,18999999,1
TCGA-86-8279,TCGA-LUAD,chr21,44000000,44999999,1
TCGA-86-8279,TCGA-LUAD,chr22,19000000,19999999,1
TCGA-86-8279,TCGA-LUAD,chr22,24000000,24999999,1
TCGA-86-8279,TCGA-LUAD,chr22,26000000,26999999,1
TCGA-86-8279,TCGA-LUAD,chr22,32000000,32999999,1
TCGA-86-8279,TCGA-LUAD,chr22,35000000,35999999,1
TCGA-86-8279,TCGA-LUAD,chr3,1000000,1999999,1
TCGA-86-8279,TCGA-LUAD,chr3,19000000,19999999,1
TCGA-86-8279,TCGA-LUAD,chr3,36000000,36999999,3
TCGA-86-8279,TCGA-LUAD,chr3,74000000,74999999,1
TCGA-86-8279,TCGA-LUAD,chr3,108000000,108999999,1
TCGA-86-8279,TCGA-LUAD,chr3,123000000,123999999,1
TCGA-86-8279,TCGA-LUAD,chr3,169000000,169999999,1
TCGA-86-8279,TCGA-LUAD,chr4,0,999999,1
TCGA-86-8279,TCGA-LUAD,chr4,6000000,6999999,1
TCGA-86-8279,TCGA-LUAD,chr4,68000000,68999999,1
TCGA-86-8279,TCGA-LUAD,chr4,72000000,72999999,1
TCGA-86-8279,TCGA-LUAD,chr4,81000000,81999999,1
TCGA-86-8279,TCGA-LUAD,chr4,108000000,108999999,1
TCGA-86-8279,TCGA-LUAD,chr4,127000000,127999999,1
TCGA-86-8279,TCGA-LUAD,chr4,137000000,137999999,1
TCGA-86-8279,TCGA-LUAD,chr4,168000000,168999999,1
TCGA-86-8279,TCGA-LUAD,chr5,33000000,33999999,1
TCGA-86-8279,TCGA-LUAD,chr5,37000000,37999999,1
TCGA-86-8279,TCGA-LUAD,chr5,72000000,72999999,1
TCGA-86-8279,TCGA-LUAD,chr5,76000000,76999999,3
TCGA-86-8279,TCGA-LUAD,chr5,93000000,93999999,1
TCGA-86-8279,TCGA-LUAD,chr5,140000000,140999999,1
TCGA-86-8279,TCGA-LUAD,chr5,141000000,141999999,3
TCGA-86-8279,TCGA-LUAD,chr5,157000000,157999999,1
TCGA-86-8279,TCGA-LUAD,chr5,158000000,158999999,1
TCGA-86-8279,TCGA-LUAD,chr5,168000000,168999999,1
TCGA-86-8279,TCGA-LUAD,chr5,178000000,178999999,1
TCGA-86-8279,TCGA-LUAD,chr6,7000000,7999999,1
TCGA-86-8279,TCGA-LUAD,chr6,10000000,10999999,1
TCGA-86-8279,TCGA-LUAD,chr6,34000000,34999999,1
TCGA-86-8279,TCGA-LUAD,chr6,52000000,52999999,2
TCGA-86-8279,TCGA-LUAD,chr6,75000000,75999999,2
TCGA-86-8279,TCGA-LUAD,chr6,168000000,168999999,3
TCGA-86-8279,TCGA-LUAD,chr6,170000000,170999999,1
TCGA-86-8279,TCGA-LUAD,chr7,3000000,3999999,1
TCGA-86-8279,TCGA-LUAD,chr7,11000000,11999999,1
TCGA-86-8279,TCGA-LUAD,chr7,23000000,23999999,1
TCGA-86-8279,TCGA-LUAD,chr7,45000000,45999999,1
TCGA-86-8279,TCGA-LUAD,chr7,55000000,55999999,1
TCGA-86-8279,TCGA-LUAD,chr7,82000000,82999999,1
TCGA-86-8279,TCGA-LUAD,chr7,99000000,99999999,1
TCGA-86-8279,TCGA-LUAD,chr7,117000000,117999999,1
TCGA-86-8279,TCGA-LUAD,chr7,123000000,123999999,1
TCGA-86-8279,TCGA-LUAD,chr7,128000000,128999999,1
TCGA-86-8279,TCGA-LUAD,chr7,132000000,132999999,1
TCGA-86-8279,TCGA-LUAD,chr7,154000000,154999999,1
TCGA-86-8279,TCGA-LUAD,chr8,2000000,2999999,1
TCGA-86-8279,TCGA-LUAD,chr8,10000000,10999999,1
TCGA-86-8279,TCGA-LUAD,chr8,27000000,27999999,1
TCGA-86-8279,TCGA-LUAD,chr8,38000000,38999999,1
TCGA-86-8279,TCGA-LUAD,chr8,66000000,66999999,1
TCGA-86-8279,TCGA-LUAD,chr8,69000000,69999999,1
TCGA-86-8279,TCGA-LUAD,chr8,72000000,72999999,1
TCGA-86-8279,TCGA-LUAD,chr8,74000000,74999999,1
TCGA-86-8279,TCGA-LUAD,chr8,76000000,76999999,2
TCGA-86-8279,TCGA-LUAD,chr8,100000000,100999999,1
TCGA-86-8279,TCGA-LUAD,chr8,112000000,112999999,2
TCGA-86-8279,TCGA-LUAD,chr8,120000000,120999999,1
TCGA-86-8279,TCGA-LUAD,chr8,122000000,122999999,1
TCGA-86-8279,TCGA-LUAD,chr8,141000000,141999999,1
TCGA-86-8279,TCGA-LUAD,chr9,14000000,14999999,1
TCGA-86-8279,TCGA-LUAD,chr9,32000000,32999999,1
